College,Category,Candidate,Year,Round,Status,University,Code,Rank,Percentile
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",SC,Other Than Home University,2023,CAP Round-3,Government-Aided-Autonomous,Mumbai University,3012,416,97.4935343
"S.N.D.T Women's University P.G.D. of Computer Science, Mumbai",OPEN,State Level Seats,2023,CAP Round-3,University Managed,SNDT Women's University,3032,2329,88.9076918
"S.N.D.T Women's University P.G.D. of Computer Science, Mumbai",SC,State Level Seats,2023,CAP Round-3,University Managed,SNDT Women's University,3032,11038,35.4960248
"S.N.D.T Women's University P.G.D. of Computer Science, Mumbai",NTA,State Level Seats,2023,CAP Round-3,University Managed,SNDT Women's University,3032,3516,82.2152687
"S.N.D.T Women's University P.G.D. of Computer Science, Mumbai",NTC,State Level Seats,2023,CAP Round-3,University Managed,SNDT Women's University,3032,3357,82.2152687
"S.N.D.T Women's University P.G.D. of Computer Science, Mumbai",NTD,State Level Seats,2023,CAP Round-3,University Managed,SNDT Women's University,3032,4984,73.7571442
"S.N.D.T Women's University P.G.D. of Computer Science, Mumbai",OBC,State Level Seats,2023,CAP Round-3,University Managed,SNDT Women's University,3032,12316,25.1732175
"S.N.D.T Women's University P.G.D. of Computer Science, Mumbai",EWS,State Level Seats,2023,CAP Round-3,University Managed,SNDT Women's University,3032,6773,64.0473834
"Dr. Babasaheb Ambedkar Technological University, Lonere",OPEN,State Level Seats,2023,CAP Round-3,University Managed,Mumbai University,3033,11623,31.9358856
"Dr. Babasaheb Ambedkar Technological University, Lonere",EWS,State Level Seats,2023,CAP Round-3,University Managed,Mumbai University,3033,10122,42.5109359
"S.I.E.S. College of Management Studies, Mumbai",OPEN,Home University,2023,CAP Round-3,Un-Aided-Linguistic Minority - Tamil,Mumbai University,3109,1238,93.8024841
"S.I.E.S. College of Management Studies, Mumbai",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided-Linguistic Minority - Tamil,Mumbai University,3109,1010,94.9264025
"S.I.E.S. College of Management Studies, Mumbai",TFWS,State Level Seats,2023,CAP Round-3,Un-Aided-Linguistic Minority - Tamil,Mumbai University,3109,1273,93.8024841
"Gurunanak Institute of Management Studies, Mumbai",OPEN,Home University,2023,CAP Round-3,Un-Aided-Religious Minority - Sikh,Mumbai University,3117,1701,90.7372521
"Gurunanak Institute of Management Studies, Mumbai",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided-Religious Minority - Sikh,Mumbai University,3117,6856,64.0473834
"Gurunanak Institute of Management Studies, Mumbai",TFWS,State Level Seats,2023,CAP Round-3,Un-Aided-Religious Minority - Sikh,Mumbai University,3117,3294,82.2152687
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",OPEN,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,3419,82.2152687
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",SC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,5164,73.7571442
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",ST,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,4174,79.5012612
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",NTA,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,12106,28.4906926
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",NTB,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,4059,79.5012612
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",NTC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,8487,53.4946837
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",OBC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,5197,73.7571442
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",NTD,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,11640,31.9358856
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,6822,64.0473834
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",SC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,12073,28.4906926
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",ST,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,8075,57.0069287
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3127,10337,42.5109359
"NCRD's Sterling Institute of Management Studies, Navi Mumbai",EWS,State Level Seats,2023,CAP Round-3,Un-Aided,Mumbai University,3127,8260,57.0069287
"Bharti Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai",OPEN,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3162,1276,93.8024841
"Bharti Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai",SC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3162,3729,82.2152687
"Bharti Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai",ST,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3162,2099,88.9076918
"Bharti Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai",OBC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3162,3359,82.2152687
"Bharti Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai",NTB,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3162,7270,60.5862256
"Bharti Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3162,3341,82.2152687
"Bharti Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai",SC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3162,5393,70.6887193
"Bharti Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai",NTC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3162,7329,60.5862256
"Bharti Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3162,4587,76.6180274
"Bharti Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai",EWS,State Level Seats,2023,CAP Round-3,Un-Aided,Mumbai University,3162,3100,84.6355248
"Mumbai Education Trust's Institute of Computer Science, Bandra (W), Mumbai",OPEN,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3167,713,95.916217
"Mumbai Education Trust's Institute of Computer Science, Bandra (W), Mumbai",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3167,2522,86.7396788
"Mumbai Education Trust's Institute of Computer Science, Bandra (W), Mumbai",SC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3167,2773,86.7396788
"Mumbai Education Trust's Institute of Computer Science, Bandra (W), Mumbai",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3167,2668,86.7396788
"Mumbai Education Trust's Institute of Computer Science, Bandra (W), Mumbai",EWS,State Level Seats,2023,CAP Round-3,Un-Aided,Mumbai University,3167,2283,88.9076918
"Thakur Institute of Management Studies Career Development & Research, Kandivali (E), Mumbai",OPEN,Home University,2023,CAP Round-3,Un-Aided-Linguistic Minority - Hindi,Mumbai University,3168,1405,92.3049906
"Thakur Institute of Management Studies Career Development & Research, Kandivali (E), Mumbai",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided-Linguistic Minority - Hindi,Mumbai University,3168,3348,82.2152687
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",OPEN,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,2925,84.6355248
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",SC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,5755,70.6887193
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",ST,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,3675,82.2152687
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",NTA,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,3468,82.2152687
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",NTC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,3202,84.6355248
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",OBC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,6454,67.4766116
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",NTA,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,12729,21.9419522
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,10051,42.5109359
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",SC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,12108,28.4906926
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",ST,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,10937,35.4960248
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",NTC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,11978,28.4906926
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,11198,35.4960248
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",NTD,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,9831,46.1540918
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3169,6709,64.0473834
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",EWS,State Level Seats,2023,CAP Round-3,Un-Aided,Mumbai University,3169,7024,64.0473834
"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",TFWS,State Level Seats,2023,CAP Round-3,Un-Aided,Mumbai University,3169,1698,90.7372521
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",OPEN,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3173,2481,86.7396788
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",SC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3173,4386,76.6180274
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",ST,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3173,5847,70.6887193
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",NTC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3173,10892,38.9571825
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",OBC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3173,6170,67.4766116
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3173,6400,67.4766116
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",SC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3173,8759,53.4946837
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",ST,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3173,8619,53.4946837
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",NTA,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3173,8190,57.0069287
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",NTC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3173,8615,53.4946837
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3173,9726,46.1540918
"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",EWS,State Level Seats,2023,CAP Round-3,Un-Aided,Mumbai University,3173,7665,60.5862256
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided-Autonomous-Linguistic Minority - Sindhi,Mumbai University,3185,476,97.4935343
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",TFWS,State Level Seats,2023,CAP Round-3,Un-Aided-Autonomous-Linguistic Minority - Sindhi,Mumbai University,3185,191,98.5088924
"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",OPEN,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3200,7706,60.5862256
"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",SC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3200,9330,49.8355631
"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",ST,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3200,11682,31.9358856
"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",NTB,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3200,11937,28.4906926
"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",SC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3200,14414,1.5709314
"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3200,10368,42.5109359
"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",SC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3200,11680,31.9358856
"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",ST,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3200,10698,38.9571825
"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3200,14304,3.0077589
"Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai",OPEN,Home University,2023,CAP Round-3,Un-Aided-Autonomous,Mumbai University,3215,172,98.8569239
"Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai",NTD,Home University,2023,CAP Round-3,Un-Aided-Autonomous,Mumbai University,3215,2079,88.9076918
"Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai",SC,Other Than Home University,2023,CAP Round-3,Un-Aided-Autonomous,Mumbai University,3215,744,95.916217
"Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai",EWS,State Level Seats,2023,CAP Round-3,Un-Aided-Autonomous,Mumbai University,3215,236,98.5088924
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",OPEN,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3221,6646,64.0473834
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",SC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3221,9535,46.1540918
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",ST,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3221,7116,64.0473834
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",NTA,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3221,7601,60.5862256
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",OBC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3221,8870,53.4946837
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3221,8171,57.0069287
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3221,8237,57.0069287
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",SC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3221,8843,53.4946837
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3221,8989,49.8355631
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",TFWS,State Level Seats,2023,CAP Round-3,Un-Aided,Mumbai University,3221,5856,70.6887193
"Aditya Institute of Management Studies & Research, Borivali",OPEN,Home University,2023,CAP Round-3,Un-Aided-Linguistic Minority - Hindi,Mumbai University,3438,4002,79.5012612
"Aditya Institute of Management Studies & Research, Borivali",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided-Linguistic Minority - Hindi,Mumbai University,3438,6974,64.0473834
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",OPEN,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,6572,64.0473834
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",SC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,12990,19.0140171
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",ST,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,9667,46.1540918
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",NTA,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,7644,60.5862256
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",NTB,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,7692,60.5862256
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",NTC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,7997,57.0069287
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",NTD,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,8040,57.0069287
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",OBC,Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,13451,13.8063157
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,13224,16.3542897
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,9985,42.5109359
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",SC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,13214,16.3542897
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",ST,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,11352,35.4960248
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",NTB,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,11594,31.9358856
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",NTC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,11645,31.9358856
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",NTD,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,11856,28.4906926
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Mumbai University,3539,12659,21.9419522
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",EWS,State Level Seats,2023,CAP Round-3,Un-Aided,Mumbai University,3539,11047,35.4960248
"St. Wilfrieds College of Computer Sciences, Mira Road(E)",TFWS,State Level Seats,2023,CAP Round-3,Un-Aided,Mumbai University,3539,6348,67.4766116
"Inter Institutional Computer Center and Dept. of Computer Science & Electronics, RTM Nagpur University",OPEN,Home University,2023,CAP Round-3,University Department,Rashtrasant Tukadoji Maharaj Nagpur University,4003,2278,88.9076918
"Inter Institutional Computer Center and Dept. of Computer Science & Electronics, RTM Nagpur University",OBC,Home University,2023,CAP Round-3,University Department,Rashtrasant Tukadoji Maharaj Nagpur University,4003,2612,86.7396788
"Inter Institutional Computer Center and Dept. of Computer Science & Electronics, RTM Nagpur University",OPEN,Other Than Home University,2023,CAP Round-3,University Department,Rashtrasant Tukadoji Maharaj Nagpur University,4003,1221,93.8024841
"Inter Institutional Computer Center and Dept. of Computer Science & Electronics, RTM Nagpur University",SC,Other Than Home University,2023,CAP Round-3,University Department,Rashtrasant Tukadoji Maharaj Nagpur University,4003,7509,60.5862256
"Inter Institutional Computer Center and Dept. of Computer Science & Electronics, RTM Nagpur University",EWS,State Level Seats,2023,CAP Round-3,University Department,Rashtrasant Tukadoji Maharaj Nagpur University,4003,11079,35.4960248
"Shri Ramdeobaba College of Engineering and Management, Nagpur",OPEN,Home University,2023,CAP Round-3,Un-Aided-Autonomous-Linguistic Minority - Hindi,Rashtrasant Tukadoji Maharaj Nagpur University,4115,906,94.9264025
"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur",OPEN,Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4124,6388,67.4766116
"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur",SC,Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4124,8747,53.4946837
"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur",OBC,Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4124,7377,60.5862256
"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4124,10070,42.5109359
"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur",SC,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4124,11168,35.4960248
"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur",ST,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4124,12815,21.9419522
"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur",NTA,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4124,11871,28.4906926
"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur",NTC,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4124,12095,28.4906926
"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4124,10973,35.4960248
"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur",EWS,State Level Seats,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4124,9706,46.1540918
"Ranibai Agnihotri Institute of Computer Information Technology, Wardha",OPEN,Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4128,10407,42.5109359
"Ranibai Agnihotri Institute of Computer Information Technology, Wardha",NTB,Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4128,13460,13.8063157
"Ranibai Agnihotri Institute of Computer Information Technology, Wardha",NTC,Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4128,14470,0.5811169
"Ranibai Agnihotri Institute of Computer Information Technology, Wardha",OBC,Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4128,12339,25.1732175
"Ranibai Agnihotri Institute of Computer Information Technology, Wardha",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4128,12079,28.4906926
"Ranibai Agnihotri Institute of Computer Information Technology, Wardha",SC,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4128,12393,25.1732175
"Ranibai Agnihotri Institute of Computer Information Technology, Wardha",ST,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4128,13948,9.1318369
"Ranibai Agnihotri Institute of Computer Information Technology, Wardha",NTD,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4128,13330,16.3542897
"Ranibai Agnihotri Institute of Computer Information Technology, Wardha",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4128,12875,19.0140171
"Ranibai Agnihotri Institute of Computer Information Technology, Wardha",EWS,State Level Seats,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4128,10370,42.5109359
"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",OPEN,Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4133,6441,67.4766116
"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",SC,Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4133,8836,53.4946837
"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",NTA,Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4133,9046,49.8355631
"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",OBC,Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4133,9022,49.8355631
"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4133,5351,73.7571442
"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",ST,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4133,5815,70.6887193
"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",NTC,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4133,10536,38.9571825
"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",OBC,Other Than Home University,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4133,7261,60.5862256
"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",TFWS,State Level Seats,2023,CAP Round-3,Un-Aided,Rashtrasant Tukadoji Maharaj Nagpur University,4133,7517,60.5862256
"Jaidev Education Society, J D College of Engineering and Management, Nagpur",OPEN,Home University,2023,CAP Round-3,Un-Aided-Autonomous-Linguistic Minority - Hindi,Rashtrasant Tukadoji Maharaj Nagpur University,4138,11288,35.4960248
"Jaidev Education Society, J D College of Engineering and Management, Nagpur",OPEN,Other Than Home University,2023,CAP Round-3,Un-Aided-Autonomous-Linguistic Minority - Hindi,Rashtrasant Tukadoji Maharaj Nagpur University,4138,13531,13.8063157
"Jaidev Education Society, J D College of Engineering and Management, Nagpur",TFWS,State Level Seats,2023,CAP Round-3,Un-Aided-Autonomous-Linguistic Minority - Hindi,Rashtrasant Tukadoji Maharaj Nagpur University,4138,5188,73.7571442
