College,Category,Candidate,Year,Round,Status,University,Code,Rank,Percentile
"Sant Gadge Baba Amravati University,Amravati",OPEN-PWD,Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,10151,42.5109359
"Sant Gadge Baba Amravati University,Amravati",OPEN,Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,3674,82.2152687
"Sant Gadge Baba Amravati University,Amravati",SC,Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,7527,60.5862256
"Sant Gadge Baba Amravati University,Amravati",ST,Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,14279,4.150835
"Sant Gadge Baba Amravati University,Amravati",NT-A,Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,13533,13.8063157
"Sant Gadge Baba Amravati University,Amravati",NT-B,Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,4170,79.5012612
"Sant Gadge Baba Amravati University,Amravati",NT-C,Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,7687,60.5862256
"Sant Gadge Baba Amravati University,Amravati",NT-D,Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,4647,76.6180274
"Sant Gadge Baba Amravati University,Amravati",OBC,Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,3994,79.5012612
"Sant Gadge Baba Amravati University,Amravati",ST,Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,12111,28.4906926
"Sant Gadge Baba Amravati University,Amravati",OPEN,Other Than Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,2331,88.9076918
"Sant Gadge Baba Amravati University,Amravati",SC,Other Than Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,2617,86.7396788
"Sant Gadge Baba Amravati University,Amravati",ST,Other Than Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,5683,70.6887193
"Sant Gadge Baba Amravati University,Amravati",NT-A,Other Than Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,4085,79.5012612
"Sant Gadge Baba Amravati University,Amravati",OBC,Other Than Home University,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,2889,84.6355248
"Sant Gadge Baba Amravati University,Amravati",EWS,State Level Seats,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,4967,73.7571442
"Sant Gadge Baba Amravati University,Amravati",TFWS,State Level Seats,2023,CAP Round-1,University Department,Sant Gadge Baba Amravati University,1005,1569,92.3049906
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",OPEN,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,6509,67.4766116
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",SC,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,7951,57.0069287
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",NT-A,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,13760,11.3413583
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",NT-B,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,8159,57.0069287
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",NT-C,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,9462,46.1540918
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",OBC,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,7273,60.5862256
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",OPEN,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,7139,60.5862256
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",SC,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,9187,49.8355631
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",NT-C,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,8661,53.4946837
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",OBC,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,8357,53.4946837
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",EWS,State Level Seats,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,7500,60.5862256
"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",TFWS,State Level Seats,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1102,2468,86.7396788
"Prof. Ram Meghe Institute of Technology & Research, Amravati",OPEN,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,6485,67.4766116
"Prof. Ram Meghe Institute of Technology & Research, Amravati",SC,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,10288,42.5109359
"Prof. Ram Meghe Institute of Technology & Research, Amravati",ST,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,10787,38.9571825
"Prof. Ram Meghe Institute of Technology & Research, Amravati",NT-B,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,9072,49.8355631
"Prof. Ram Meghe Institute of Technology & Research, Amravati",NT-C,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,7947,57.0069287
"Prof. Ram Meghe Institute of Technology & Research, Amravati",OBC,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,6939,64.0473834
"Prof. Ram Meghe Institute of Technology & Research, Amravati",OPEN,Other Than Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,7330,60.5862256
"Prof. Ram Meghe Institute of Technology & Research, Amravati",SC,Other Than Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,9957,46.1540918
"Prof. Ram Meghe Institute of Technology & Research, Amravati",ST,Other Than Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,10677,38.9571825
"Prof. Ram Meghe Institute of Technology & Research, Amravati",NT-A,Other Than Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,14225,4.150835
"Prof. Ram Meghe Institute of Technology & Research, Amravati",NT-C,Other Than Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,11563,31.9358856
"Prof. Ram Meghe Institute of Technology & Research, Amravati",OBC,Other Than Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,7806,57.0069287
"Prof. Ram Meghe Institute of Technology & Research, Amravati",EWS,State Level Seats,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,8563,53.4946837
"Prof. Ram Meghe Institute of Technology & Research, Amravati",TFWS,State Level Seats,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1105,3614,82.2152687
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",OPEN,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,4312,79.5012612
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",SC,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,7495,60.5862256
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",NT-A,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,5445,70.6887193
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",NT-B,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,7811,57.0069287
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",NT-C,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,8768,53.4946837
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",OBC,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,5479,70.6887193
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",OPEN,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,6131,67.4766116
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",SC,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,10149,42.5109359
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",NT-B,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,13621,11.3413583
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",OBC,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,7531,60.5862256
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",EWS,State Level Seats,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,9754,46.1540918
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",TFWS,State Level Seats,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1107,1369,92.3049906
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",OPEN,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,8607,53.4946837
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",SC,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,11343,35.4960248
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",NT-A,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,12373,25.1732175
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",NT-B,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,12200,25.1732175
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",NT-C,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,9908,46.1540918
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",OBC,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,9349,49.8355631
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",OPEN,Other Than Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,11741,31.9358856
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",SC,Other Than Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,12364,25.1732175
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",NT-C,Other Than Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,14419,1.5709314
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",OBC,Other Than Home University,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,14012,7.2416105
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",EWS,State Level Seats,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,14474,0.5811169
"Shree Hanuman Vyayam Prasark Mandal's P.G. Department of Computer Science & Technology, Amravati",TFWS,State Level Seats,2023,CAP Round-1,Un-Aided-Autonomous,Sant Gadge Baba Amravati University,1111,6905,64.0473834
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",OPEN,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1113,9791,46.1540918
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",SC,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1113,13366,16.3542897
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",NT-C,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1113,12156,25.1732175
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",OBC,Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1113,10548,38.9571825
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",OPEN,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1113,13458,13.8063157
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",OBC,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1113,14164,5.5653118
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",SC,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1113,14194,5.5653118
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",NT-C,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1113,12303,25.1732175
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",OBC,Other Than Home University,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1113,10648,38.9571825
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",EWS,State Level Seats,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1113,14127,5.5653118
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",TFWS,State Level Seats,2023,CAP Round-1,Un-Aided,Sant Gadge Baba Amravati University,1113,3257,84.6355248
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",OPEN,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,5623,70.6887193
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",SC,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,8722,53.4946837
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",NT-A,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,5973,67.4766116
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",NT-B,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,14398,2.171206
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",NT-C,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,9594,46.1540918
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",NT-D,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,5685,70.6887193
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",OBC,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,6928,64.0473834
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",OPEN,Other Than Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,3301,82.2152687
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",SC,Other Than Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,5254,73.7571442
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",NT-A,Other Than Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,6683,64.0473834
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",OBC,Other Than Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,3664,82.2152687
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",EWS,State Level Seats,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,4492,76.6180274
"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",TFWS,State Level Seats,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2001,3375,82.2152687
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",OPEN,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,10007,42.5109359
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",SC,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,12476,25.1732175
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",NT-C,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,13878,9.1318369
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",NT-D,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,12205,25.1732175
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",OBC,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,10549,38.9571825
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",NT-A,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,12797,21.9419522
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",OBC,Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,10694,38.9571825
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",OPEN,Other Than Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,6471,67.4766116
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",SC,Other Than Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,8157,57.0069287
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",NT-C,Other Than Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,9837,46.1540918
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",OBC,Other Than Home University,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,7564,60.5862256
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",EWS,State Level Seats,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,7271,60.5862256
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",TFWS,State Level Seats,2023,CAP Round-1,University Department,Dr. Babasaheb Ambedkar Marathwada University,2005,3628,82.2152687
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",OPEN,Home University,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,8253,57.0069287
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",SC,Home University,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,12091,28.4906926
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",NT-A,Home University,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,14104,5.5653118
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",NT-B,Home University,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,8736,53.4946837
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",NT-C,Home University,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,11986,28.4906926
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",OBC,Home University,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,10080,42.5109359
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",NT-D,Home University,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,10761,38.9571825
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",OPEN,Other Than Home University,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,5956,67.4766116
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",SC,Other Than Home University,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,8079,57.0069287
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",NT-A,Other Than Home University,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,13337,16.3542897
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",OBC,Other Than Home University,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,9847,46.1540918
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",EWS,State Level Seats,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,7026,64.0473834
"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",TFWS,State Level Seats,2023,CAP Round-1,University Department,"Swami Ramanand Teerth Marathwada University, Nanded",2007,3339,82.2152687
"Government College of Engineering, Aurangabad",OPEN,Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,2088,88.9076918
"Government College of Engineering, Aurangabad",SC,Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,4802,76.6180274
"Government College of Engineering, Aurangabad",ST,Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,9945,46.1540918
"Government College of Engineering, Aurangabad",NT-A,Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,4250,79.5012612
"Government College of Engineering, Aurangabad",NT-B,Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,8976,49.8355631
"Government College of Engineering, Aurangabad",NT-C,Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,3846,79.5012612
"Government College of Engineering, Aurangabad",NT-D,Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,4810,76.6180274
"Government College of Engineering, Aurangabad",OBC,Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,3663,82.2152687
"Government College of Engineering, Aurangabad",OPEN-PWD,Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,11660,31.9358856
"Government College of Engineering, Aurangabad",ST,Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,9049,49.8355631
"Government College of Engineering, Aurangabad",OPEN,Other Than Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,1507,92.3049906
"Government College of Engineering, Aurangabad",SC,Other Than Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,2341,88.9076918
"Government College of Engineering, Aurangabad",ST,Other Than Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,8137,57.0069287
"Government College of Engineering, Aurangabad",NT-B,Other Than Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,1597,92.3049906
"Government College of Engineering, Aurangabad",NT-D,Other Than Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,3273,82.2152687
"Government College of Engineering, Aurangabad",OBC,Other Than Home University,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,1822,90.7372521
"Government College of Engineering, Aurangabad",EWS,State Level Seats,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,1680,90.7372521
"Government College of Engineering, Aurangabad",TFWS,State Level Seats,2023,CAP Round-1,Government-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2008,926,94.9264025
"Rajarshi Shahu Institute of Management, Aurangabad",OPEN,Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,5807,70.6887193
"Rajarshi Shahu Institute of Management, Aurangabad",SC,Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,9737,46.1540918
"Rajarshi Shahu Institute of Management, Aurangabad",ST,Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,14009,7.2416105
"Rajarshi Shahu Institute of Management, Aurangabad",NT-B,Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,11866,28.4906926
"Rajarshi Shahu Institute of Management, Aurangabad",NT-C,Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,12038,28.4906926
"Rajarshi Shahu Institute of Management, Aurangabad",NT-D,Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,10042,42.5109359
"Rajarshi Shahu Institute of Management, Aurangabad",OBC,Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,8814,53.4946837
"Rajarshi Shahu Institute of Management, Aurangabad",OPEN,Other Than Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,8565,53.4946837
"Rajarshi Shahu Institute of Management, Aurangabad",SC,Other Than Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,8759,53.4946837
"Rajarshi Shahu Institute of Management, Aurangabad",NT-A,Other Than Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,14365,2.171206
"Rajarshi Shahu Institute of Management, Aurangabad",NT-C,Other Than Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,12299,25.1732175
"Rajarshi Shahu Institute of Management, Aurangabad",OBC,Other Than Home University,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,9313,49.8355631
"Rajarshi Shahu Institute of Management, Aurangabad",EWS,State Level Seats,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,8331,53.4946837
"Rajarshi Shahu Institute of Management, Aurangabad",TFWS,State Level Seats,2023,CAP Round-1,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University,2102,2584,86.7396788
"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",OPEN,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2113,7312,60.5862256
"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",SC,Home University,2023,CAP Round-1,Un-Aided-Autonomous,Dr. Babasaheb Ambedkar Marathwada University,2113,11634,31.9358856
